datum,text,text_right,podil,co
2022-01-01,16,19803,0.0008079583901429077,"Fialo\w{1,5} drahot[auoě]"
2023-01-01,15,23266,0.0006447176136852059,"Fialo\w{1,5} drahot[auoě]"
2024-01-01,18,22624,0.0007956152758132957,"Fialo\w{1,5} drahot[auoě]"
2025-01-01,11,9563,0.0011502666527240407,"Fialo\w{1,5} drahot[auoě]"
