datum,text,text_right,podil,co
2022-01-01,19,20822,0.0009124963980405341,"Babiš\w{1,5} drahot[auoě]"
2023-01-01,27,24959,0.0010817741095396451,"Babiš\w{1,5} drahot[auoě]"
2024-01-01,8,24168,0.00033101621979476995,"Babiš\w{1,5} drahot[auoě]"
2025-01-01,1,10482,0.00009540164090822362,"Babiš\w{1,5} drahot[auoě]"
